	fold_change	P-value	std_error	-log10(P-value)	protein
1318					SUMO1
1319	-0.4139465674565209	0.37232750425415984	0.39565818665036984	0.4290748807716526	Dynll1
1320					Gng2
1321	-0.5517065178271876	0.3945389050985114	0.5564456539957167	0.4039101649855833	Pcsk1
1322	-0.07244189250798971	0.8993301872151239	0.5267703424341135	0.046080828669360044	Eif5a
1323	-1.7431683159974325	0.2213937278065403	1.1325520619127634	0.6548346870598003	Crip1
1324	-0.17434680111675238	0.6325040597804557	0.3286249565733904	0.19893668258757344	Actg1
1325					Supt4h1a
1326	-0.364512095910311	0.4816361528295781	0.454998763286156	0.3172809212828341	Rps17
1327	2.558267719151229	0.0793842707957547	0.9785347487944966	1.1002655401840085	UBE2I
1328	-1.1222618772659358	0.19289187619916548	0.6707492098526776	0.7146860626421101	Rala
1329	-0.3103440183664057	0.6468130280621132	0.6116156414122526	0.18922124114890243	Rps12
1330	-0.42768411592199485	0.5691992986013457	0.6710201360647564	0.24473564374894946	Rps10
1331	1.5902156607378748	0.09338204711081487	0.6545776351609898	1.0297366097456944	Ppp3ca
1332	-0.5064751039167342	0.28140878267525143	0.38655517952791807	0.5506623525022809	Phb1
1333	-0.17323262829726982	0.8637307158743108	0.9273321526381466	0.06362163580630291	Csnk2b
1334	-0.5670212195622226	0.2607055819813891	0.41008280663575536	0.5838496700293596	Rpl22
1335	-0.6441153528220864	0.37254273828652734	0.6159790317225327	0.42882389758065353	Ube2l3
1336	-0.26874695329748133	0.5823274660684342	0.4373172483379745	0.23483272546702288	Rack1
1337	0.0917464899827296	0.7620386304300921	0.27671847989782766	0.11802301218090723	Acta1
1338	-0.24378281960764392	0.7122566717606482	0.6011019298300293	0.14736347400106753	Prkacb
1339	-0.392293053309974	0.5446971470428545	0.5760103128974553	0.2638448994226458	Ywhaq
1340	-0.44598072413107226	0.4951984163418237	0.5760107125376775	0.30522075287143385	Tuba4a
1341	-0.1301013945371765	0.7761246292730092	0.4182678783398223	0.11006853459285984	Tuba1a
1342	0.07246124848610491	0.8995936295816174	0.5283052004043418	0.045953628655866136	Tubb4b
1343	-0.9684034257237072	0.1080800383156082	0.42690197034806526	0.9662545100236437	Prkcb
1344	-0.5933463385227703	0.5307382759959127	0.8396911167246286	0.275119590617485	H3c1
1345	-0.6983729738056945	0.3397466972127146	0.6166503331116783	0.4688447564917594	Ywhah
1346	0.44397019581207786	0.8829620348123619	2.7727720122120867	0.05405796961151833	HBB
1347					Ranbp9
1348	2.9953253801782007	0.1439267714250588	1.5231200394914042	0.8418584166208305	HBA2
1349					Zhx1
1350	0.10102207082020381	0.9097210757225329	0.8198192851309465	0.041091743770077266	Sbds
1351					Serpinb5
1352					Smpdl3a
1353	-0.28720396270484794	0.6548090332129728	0.5806290212994649	0.18388533804523965	Kpnb1
1354					Dlg3
1355					Pip5k1b
1356					Kifap3
1357	-0.6104327441989944	0.5311950903449529	0.8649059729139316	0.2747459476572617	Psmb7
1358					Traf6
1359					Lxn
1360	0.4880304821036908	0.40054102873627634	0.49942107065294317	0.3973529910875424	Itpr3
1361					Ebp
1362					Myo1f
1363	0.04451983802883915	0.8352735438023646	0.1964401364227828	0.07817127408630674	Nfic
1364					Pald1
1365					Pkn1
1366	-0.13972743596456125	0.8592273807522655	0.7236693101976907	0.06589189188643213	Surf6
1367	1.6064156037105501	0.1626675463200157	0.871968894862929	0.7886990841868543	Vamp7
1368					Hdac2
1369	0.18725367069491736	0.4891257102206779	0.2381721225734107	0.3105795084862087	Mpp1
1370					Aup1
1371	-0.5263777309037889	0.3549290390409284	0.4823208003180935	0.44985846675748786	Pebp1
1372	1.845454655130411	0.5685205641262329	2.890048593387685	0.2452538216973981	Stam
1373	-1.255982325225391	0.2613925590969902	0.9100017823769119	0.582706779376409	Stim1
1374	1.1146520321198357	0.4538206774399161	1.29863678442694	0.34311572023276604	Ctps2
1375					Was
1376	-1.6469506290783513	0.25069713446854436	1.159849071705845	0.6008506301088408	Tial1
1377	-0.1699093246253208	0.8937473591235662	1.1700376599389408	0.04878522845772403	Hnrnph2
1378	1.5818651558823804	0.056886062871888486	0.5242850556703619	1.2449941230468324	Rock1
1379	-0.4493616360261954	0.4283198292715372	0.49189102683673575	0.3682318192670699	Hint1
1380					Nfyc
1381	-0.3014816819373999	0.7134876806328205	0.7468009706019885	0.14661352118896417	Ufd1
1382					Ncoa1
1383	-0.2969352830552602	0.4859072008462649	0.37463557561865846	0.3134466649118332	Elavl1
1384					Rad50
1385					Igfals
1386	-0.07134846092706523	0.856005527919677	0.36111737289573403	0.06752343072324359	Rasgrf2
1387	-0.8703099145950182	0.5416621533058744	1.2676235481527993	0.26627150811711364	Usp9x
1388	0.04958717109730115	0.9124761295772862	0.4151635370552772	0.039778487888980335	Tp53bp1
1389	-1.1354623546079599	0.3374840840169585	0.9970515829070938	0.47174670397843493	Idh3g
1390					Cuzd1
1391					Slc8a1
1392					Evl
1393	-0.8839825176202761	0.24492454630266922	0.6129389018959223	0.6109676877638344	Nherf1
1394	0.10437498939673057	0.9042863886974717	0.7985993697337966	0.04369400610237268	Eif4ebp2
1395					Vasp
1396					Siae
1397	-0.460619036467121	0.4870109850099954	0.5827643873704282	0.31246124273727527	Naca
1398					Irf3
1399					Casp3
1400	0.40678291118870535	0.6448538280821245	0.7967353702611516	0.19053871769284908	H2bc1
1401	1.1102915202449415	0.5777969551466403	1.7839727102085647	0.23822475111504196	Urod
1402	-2.3799792125972408	0.4407404958626537	2.6853303453163853	0.3558170440630322	Ctps1
1403	-0.12211693935320467	0.7910572156709451	0.4218279377825233	0.10179210366853393	Gaa
1404	-0.4324159513781474	0.5445575500141241	0.6346874706835338	0.2639562163070502	Atp8a1
1405					KRT85
1406	-0.2089932811126296	0.7396304368639892	0.5732948195387962	0.13098522529802986	Cct7
1407	-0.31145680931685427	0.6707447134629758	0.6634140149914967	0.17344274157500317	Cct2
1408	-0.49648684415034317	0.4289540451364287	0.5443156342399539	0.36758923232040014	Cct4
1409	-0.45693617602627645	0.25433052212239654	0.3249307017237651	0.594601517158536	Cct5
1410	-0.45022943732139664	0.43101007576306793	0.49607853819160974	0.36551257717765895	Cct6a
1411	-0.5267736189558799	0.39431105542785033	0.5310058859702752	0.40416104629983823	Cct3
1412	-0.4394678267685931	0.5128617318324465	0.593741535936381	0.2899997054459239	Ptprn2
1413	0.011290661244504951	0.9857715570517587	0.5832776450358549	0.006223716911337833	Nucb2
1414					Irs2
1415	0.11702358876419092	0.8677897348286514	0.6459662668115845	0.0615854914891762	Sgcd
1416					Stim2
1417	-0.4671791730660307	0.1103546866592171	0.20801273722229527	0.9572092180345836	Wnk1
1418	0.7116376156271733	0.264105388791877	0.5192968418509927	0.5782227373818671	Phf5a
1419	-0.3687454275288208	0.6243147383948437	0.6779389657868352	0.2045964124209463	Rpl36a
1420	-0.3200003377314067	0.23289880449424638	0.21470645662815907	0.6328327407606583	Tubg1
1421	-0.9634580041933682	0.42726037960996516	1.0519291945138816	0.3693073779868002	Cbx1
1422	-1.2893599654102497	0.33881015443809914	1.1358732929916762	0.4700435819589618	Eloc
1423	-0.071475210578682	0.9224919751158753	0.676211087791623	0.03503740313969028	Arf5
1424	-0.4644069926440925	0.40651273671748744	0.4821643399817455	0.39092584269115255	Cplx2
1425	-0.12447501064182287	0.7012914216474782	0.2948046415267366	0.15410147345534514	Erh
1426	-0.18749347351816464	0.4103353012973269	0.19647288413734534	0.3868611189113677	Ap2m1
1427	0.9484842177192204	0.5063275048442916	1.260169801959657	0.29556848012323117	Rhog
1428	-0.6826772699220607	0.30359935989282166	0.5512016553637051	0.5176991484396285	Rpl19
1429					Serf2
1430	0.30931387179253633	0.5633283972159099	0.47755736571946356	0.24923835555797313	Srsf3
1431	-0.3560973676901962	0.40218136474186084	0.3658578037427611	0.3955780565072446	H3-3a
1432	2.486876638880513	0.3429003316486134	2.212869600338444	0.4648320948410399	Isoc2a
1433	0.9105092030446998	0.31842168859559755	0.7628341516654062	0.4969973589098849	Serping1
1434					Serpinf1
1435	-0.18674148617461817	0.9042889329204701	1.4288444810436738	0.04369278421020626	Nptn
1436					Mcm2
1437	0.11101483494309436	0.7330236266622703	0.2965363649702426	0.13488202704552424	Mcm6
1438					Prkdc
1439					Csrp2
1440	-1.7545985766713255	0.5031031259597314	2.312091518272539	0.29834298423886246	Csrp1
1441					Nxn
1442	0.5023323904590906	0.7708726218921145	1.5763275292826906	0.1130173783428078	Pkp1
1443	-0.2046225280760643	0.7067852724631984	0.4944255386395059	0.15071250862000368	Rps3a
1444					S100a13
1445					Sms
1446					Sptlc2
1447	1.238756402507837	0.1322742715754325	0.6031390736834998	0.8785246214167047	Sephs2
1448					Atp1b3
1449	-0.6196627282333272	0.27971377858328733	0.4708879977472633	0.5532861399377185	Psme1
1450	-1.5247562599789533	0.1740824018126757	0.8592744534023676	0.759245129985155	Psme2
1451	-1.0089382816826395	0.5384331391155031	1.457027847953005	0.26886821830099933	G3bp2
1452	-1.1325151872708865	0.5803797302249368	1.832850620414553	0.23628776371393811	Anxa11
1453					Lig3
1454	-0.8385140957505237	0.4368888908253316	0.9372385575342598	0.35962899835428347	Vps45
1455					Arhgap5
1456	-1.2978590327098818	0.15522341407566123	0.6868613553112004	0.809042768664827	Frzb
1457	2.927746953349318	0.02362150732650975	0.6861609272630667	1.626692392806379	Ica1
1458	-1.7042485622701262	0.6199161153361885	3.0921085758688793	0.2076670735845299	Lyst
1459					Ear2
1460	-0.31788231443136444	0.692332918741589	0.7291591659530915	0.15968501825431883	Crmp1
1461	-0.010551129080139443	0.979863162842078	0.38510994686885275	0.008834568972732942	Anxa4
1462					Irf6
1463					Fhl1
1464	-0.10165369132458657	0.9145194751152347	0.8715572979380756	0.038807041587211794	Anpep
1465	-0.6261820254037261	0.38234009588612966	0.6131994943291095	0.417550155266373	Atp5pf
1466	-0.21568908261026687	0.7606617518125258	0.6466170564898261	0.11880842072983536	Rps5
1467	-0.0745075343340359	0.9049660869310078	0.5741840935027148	0.04336769541876428	Pam
1468	-0.7704760418237002	0.5298062324552029	1.0877040328328729	0.2758829371203605	Ppp4c
1469					Smad4
1470					Coq7
1471					Txn2
1472	-0.5192344316230694	0.7396766853314917	1.424593379967363	0.13095807007929539	Gclc
1473					Smarcc1
1474					Cpt1a
1475	0.23824892805012354	0.5395773858623052	0.3451027019800733	0.2679462602622131	Polr2c
1476	-1.7386560749611357	0.1360909278123014	0.8588951276289625	0.8661708250713084	Wbp2
1477	-0.3584326284561494	0.7299039904640867	0.9456663975382436	0.13673426200810831	Thumpd3
1478	0.3719219933257576	0.35236182242942504	0.33867011395739416	0.4530111524915996	Xrn1
1479					Sirpa
1480	-0.2862579013474491	0.565995573904091	0.4451950704619984	0.24718696498937087	Fh
1481					Pla2g6
1482					Ctsc
1483	-0.6996109287277903	0.25105007945515934	0.49316010726418413	0.6002396368391989	Anp32e
1484	-0.7784482592191814	0.2676534024029607	0.5733509181956283	0.5724272315055109	Lypla1
1485	-0.29509255383796307	0.716052106815352	0.7380570738955532	0.14505537311256353	G3bp1
1486	0.5423300219913709	0.6767951196152746	1.1789340695328416	0.16954278166495154	Slc35b1
1487					Rbbp6
1488					Oxtr
1489	1.5805724299428374	0.13197012312232081	0.7686684573526055	0.8795243781256343	Lama4
1490					Dtymk
1491	0.1449323477421537	0.9042578615721095	1.1085810266282117	0.04370770681567127	Bmp1
1492	0.7259241826886982	0.5998780257050024	1.241754446367911	0.22193704653037452	Shc1
1493	0.8288662103452591	0.5289203298470911	1.1674272486055448	0.27660973989966403	Arvcf
1494	-0.11252516297182225	0.8378921084324737	0.5047104694873555	0.0768118999008145	Tubb5
1495	-0.41648791246092853	0.5375921034781097	0.6001238299868394	0.2695471191228879	Psmb4
1496	-0.8189179918109359	0.10900244974527719	0.3624749042795361	0.9625637415190041	Rplp2
1497					Uqcrh
1498	-0.3155887373544115	0.600468718373784	0.5407630845907838	0.22150961239348724	Prdx5
1499					CYCS
1500					Gabpa
1501	-0.01297605149992398	0.9750697010767246	0.3825194582617715	0.010964338443973678	Cpe
1502					Xdh
1503					F8a1
1504	-0.7260761310652735	0.5172500261599455	0.99211494334837	0.28629947869776246	G6pdx
1505	0.25030345606367144	0.6101235885369427	0.44113742297678094	0.21458218403335513	Apoa1
1506	0.3268731060710641	0.8021624371783438	1.1948047744285573	0.09573767856493759	Rbp4
1507	-0.9328150250145026	0.1877749128790017	0.5488573530073623	0.7263624308451722	Serpina1d
1508	-0.7749888941200632	0.6445798024195395	1.516604715577325	0.19072330700731555	Serpina1e
1509					Yy1
1510	-0.6915046208758746	0.515306140543286	0.9401507557449271	0.28793468232414604	Hnrnpul2
1511	0.7803471385165852	0.08784002867068073	0.31235417831408446	1.0563075311417474	Creb1
1512	-1.5236194071850913	0.47950737978963187	1.891747447594009	0.31920470449487853	Col1a2
1513					Hmgcr
1514					Egfr
1515	0.08299659393720861	0.8331203000679107	0.3613814337482853	0.07929228324696176	Adra2a
1516					Apoh
1517					Adcy6
1518	-0.2518991586977559	0.814942481734027	0.9863973516144484	0.08887304248337764	Sec23a
1519	0.023515789349042526	0.931326640521588	0.25123295612061103	0.03089797390963119	Rsu1
1520					Cacna1c
1521	-0.3682339821695375	0.5014055892465142	0.48314214517014464	0.2998108292023139	Vcp
1522					Aqp1
1523	-0.5020985059809475	0.34079894200616895	0.444486733409333	0.467501762149457	Uba1
1524	-0.5724124203724267	0.5631433340915153	0.8833156253923059	0.24938105224927518	Ctnnb1
1525	1.2094609446444944	0.2312047499140024	0.80769806299829	0.6360032479320851	Jup
1526	2.231795493789173	0.1166970434439297	1.0209762343913715	0.9329401468016916	Ank1
1527	0.25242534099693037	0.6032847458871408	0.4360756448586154	0.21947765572253886	Col6a2
1528	-0.38209169197460113	0.45835794261129587	0.4501601876417446	0.3387952386187485	Nucb1
1529					Mark3
1530					Cdk7
1531					Aplp1
1532	-0.3042908267790869	0.4560312227663315	0.35645048952631625	0.3410054217853024	Atp5f1a
1533	-0.292101966486944	0.6139763119422526	0.5206878874516256	0.2118483842191238	Scg2
1534					Serpina3m
1535	-0.6536703695089662	0.5110791616499768	0.879105389468472	0.2915118262741174	Pfdn6
1536	-0.13752122981075315	0.5500598640004528	0.20483866430482842	0.2595900428870787	Eif2ak2
1537					Rela
1538	-0.27267989448708163	0.7482180751653256	0.7750005810229321	0.1259718044915405	Ckb
1539	-0.08368827253624526	0.5030963974783141	0.11027686440184373	0.29834879251502056	Nf1
1540					Yes1
1541	-0.8076088668057029	0.10041246028566805	0.3438345661779386	0.9982123917971796	Top1
1542	0.5634669927016118	0.45083715527206747	0.6516782989338751	0.3459802992260089	Col6a1
1543					Rac2
1544	0.09624395525074096	0.7467794564481187	0.2719004289821672	0.12680763779572168	Rcn1
1545	0.42851445615652173	0.622090269967061	0.782563292000063	0.20614659134767085	Mark2
1546	0.6283685480852397	0.7660619628911528	1.9294197771379238	0.11573610105490491	Fabp5
1547					Thbs3
1548	-0.7864618042867815	0.47698467252569976	0.9703524437118908	0.3214955763990087	Gch1
1549	-0.2615768521144355	0.44341156385865255	0.2970711292116436	0.3531929849822093	Pc
1550	-0.291471674006859	0.0124403754313484	0.053963755900417805	1.905166513109617	Eml1
1551	0.5651271868952717	0.27942820858129264	0.4291305729221241	0.5537297535088465	Larp7
1552	-0.04795669418492082	0.9026013041168002	0.3605318882080344	0.04450404332825839	Eif5b
1553	-0.7560916594139272	0.7076348818645337	1.8326470626210918	0.15019076730004058	Cab39
1554					Ptpn2
1555	-0.5259908504431401	0.4100675339131054	0.5508241479884206	0.38714461354726953	Atp5me
1556	-0.3300838963110756	0.6946044157060262	0.7632584551222006	0.15826246014033676	Clu
1557	-0.5267392219001455	0.3548150440581533	0.48251820431343423	0.4499979744859452	Anxa7
1558	-0.5625129111361378	0.5699688258974888	0.8844331074323196	0.24414889715371704	Igf2r
1559	-0.8944048402221452	0.32118473181304275	0.7544874454297378	0.4932451079978034	Acads
1560					Ambp
1561	-0.12323579350590219	0.8471926885510497	0.5871177664911055	0.07201780093602425	Lgals3bp
1562	-0.7902116237265795	0.5090689360334674	1.0572739960004365	0.2932234032982699	Bax
1563					Cbfb
1564					Cnn2
1565					Tle3
1566	1.8788947117350676	0.3874970928323671	1.863034738547026	0.41173155140695367	Tgm3
1567					Lyar
1568					Kcnma1
1569					Pecam1
1570					Prlr
1571	0.6298210375750924	0.6290257334103554	1.174587900112149	0.20133158722641234	Eps8
1572					Padi2
1573					Reg2
1574					Ids
1575	0.9291358476931971	0.02923573611986659	0.23612932910345588	1.534085966688291	Ssrp1
1576					Chd8
1577					Ttc21b
1578					Trio
1579					Vps8
1580					Zc3h18
1581	2.413265513162514	0.2511775590367398	1.7017064835027844	0.600019164384951	Krt80
1582	0.006843331956421395	0.9938811911994202	0.8221357415622689	0.0026655281684710196	Rbm15
1583	0.5201263301408945	0.7931274288370292	1.8153193456603056	0.10065703059569867	Rundc1
1584	1.0663543756807146	0.4410775451033872	1.2041590914270046	0.3554850512352416	Ppp4r2
1585	0.8598539358720932	0.3478613017482624	0.7744380017896786	0.45859388218078273	Vgf
1586					Tanc1
1587	-0.7067960188208154	0.34884925514863024	0.6381199964865352	0.45736219997503397	Npepps
1588	-0.6650628891876155	0.08953425148010451	0.26853203473947945	1.048010792805077	Pepd
1589	-0.4750920062934237	0.48906074741990063	0.6041813396899038	0.3106371927563755	Atp8b1
1590					Gspt2
1591					Cdk12
1592	1.7570236381168813	0.40842723817495746	1.8326819535304242	0.3888853023475685	Ptcd3
1593					Aars2
1594					Fam219b
1595					KRT31
1596	0.37676918807041115	0.7072366172644827	0.9118917186364331	0.1504352617616425	Nsun2
1597	-0.0960392938791571	0.90686284259481	0.7553006160587523	0.04245839233190829	Edem3
1598					Specc1l
1599	-0.683562103884835	0.07503613130489231	0.25504141493777355	1.124729565303954	Phactr1
1600					Gsk3a
1601					Pi4k2a
1602					Hsdl2
1603	0.9286251800673967	0.06764713934725776	0.33121873043434397	1.1697505640622003	Meaf6
1604	-0.45242328991215963	0.7796579113476894	1.4788374028884308	0.10809590987682263	Nell1
1605	-0.21832943296537155	0.6932415572278512	0.5024146290915299	0.15911541085458483	Slc39a7
1606	-0.5217344742834906	0.6528473623502058	1.0481492187322867	0.18518834619475058	Osbp
1607					Marchf5
1608					Hddc2
1609					Jmjd8
1610	-1.0690591870330077	0.5747368201324469	1.703170082411627	0.24053097918766253	Emc10
1611					Tmem104
1612					Arhgap45
1613	-1.2390590228601628	0.6862237297281384	2.782034512281758	0.16353426804638682	Ccdc127
1614	0.7207201650423014	0.2136522255835055	0.4580214796332581	0.6702925788420986	Hs1bp3
1615					Cul4a
1616	0.4593326053972542	0.5734273486965991	0.7291343950940399	0.24152159791764863	Abraxas2
1617					Plbd2
1618					Entpd7
1619	-2.383545534669691	0.24476914728367152	1.6520166072904154	0.6112433251248757	Khdc4
1620					Ppp1r21
1621	-0.9681256019655546	0.6023419365827926	1.667909003638383	0.22015689908664976	Rogdi
1622	-0.00282273822702217	0.9946524783924677	0.3880274419539855	0.002328630892027647	Faf2
1623	-1.735944723557063	0.4264513855499448	1.8916258735269125	0.3701304702192468	Stt3b
1624	-0.464518736344783	0.2575685837923606	0.3331762184443054	0.5891071099367352	Hp1bp3
1625					Lpcat1
1626	0.028237603777497067	0.9659256274034775	0.6088944108938017	0.015056311319202365	Spryd7
1627					Fam107b
1628					Ttyh2
1629	-0.28703592633631536	0.5786295700339191	0.4622700102101012	0.2375993761245783	Myl12b
1630	0.7366278617245432	0.12838049916434327	0.35328831930424004	0.891500940040599	Aarsd1
1631	0.8714471897085556	0.16331301069386722	0.4740490581244351	0.7869792148501809	Gtf2f1
1632	-0.4381794831131528	0.6156718449407337	0.7850156646274149	0.21065070651321272	Gmps
1633	-0.6065652836702935	0.2464232111499899	0.42228835785190433	0.6083183874183541	Mat2a
1634	-0.10238734041001157	0.892659683166757	0.6978527674587659	0.04931407962470884	Trappc13
1635	-0.6777111417488525	0.8452627572075131	3.187673500768713	0.07300826588249175	Ric8a
1636	0.30218102891087684	0.701881139719087	0.7172098386631692	0.15373642737832094	Pde12
1637					Zc3h15
1638					Usp39
1639					Llgl2
1640	-0.1993119387495535	0.8262042676238786	0.832473847683334	0.08291256607606964	Fam98a
1641	0.6348296550209502	0.12048555458691657	0.2950013332681713	0.9190650189750471	Smarca4
1642					Cwc27
1643					Nlrx1
1644	0.1801446076419415	0.746229426379833	0.5077645067979887	0.12712762923996776	Prrc2c
1645					Trappc10
1646	-1.308576795322701	0.06640548142988681	0.46304015896039874	1.1777960703835062	Echdc2
1647	1.0381578977849535	0.687939315968568	2.344910955335851	0.1624498697620897	Gdpgp1
1648	-1.7299410423830792	0.5968843996931864	2.933805928160381	0.2241097717796316	Scrn3
1649					Pyroxd1
1650					Qsox2
1651	0.09758505747804494	0.4531273606394991	0.11349885094010442	0.3437797135524341	Xylb
1652					Fam172a
1653					Ankmy2
1654					Exoc5
1655					
1656	0.6404320053790696	0.5125020597558546	0.8644540858740832	0.29030438483063903	Krt26
1657					Pnpla6
1658	0.02912031892048582	0.9237245817846731	0.27997489322511937	0.03445749895439566	Alkbh5
1659	-0.35982218785591535	0.16497128968570207	0.19682151234075468	0.7825916304284611	Krt2
1660	0.1496864329610973	0.6935622647796391	0.34484606023374637	0.15891454391101456	Tamm41
1661					Nr2c2ap
1662					Pbxip1
1663	-1.3174988362472315	0.2663074339580909	0.9669700387554514	0.5746167100840963	Uap1l1
1664					Pip4p1
1665	-0.16782664326327482	0.856580690455637	0.8528899285401089	0.06723171995005603	Cnnm2
1666	-0.3324838614754503	0.30676025548927605	0.2705856652310773	0.5132009091944368	Srsf6
1667	-0.6588953249798234	0.4674237346559402	0.7938642946511327	0.33028923895192874	Psmd1
1668	0.7472048319376156	0.1625813265813458	0.4054685092076915	0.7889293371453261	Cybc1
1669	0.5749227394038898	0.1486863362459047	0.2973809530109041	0.8277289397877869	Alg11
1670					Nol9
1671	0.6741681573491148	0.3986287070306875	0.6867188911424106	0.39943142902716317	Esyt2
1672					Hace1
1673					Trappc9
1674					Rasip1
1675	-0.3716832803084268	0.5315136050482892	0.5270680346088263	0.2744856144487244	Khsrp
1676					Tradd
1677	-0.10788747259295325	0.899904983374372	0.789060240943118	0.04580334319914084	Rars2
1678	-0.6717512344531196	0.346643470419147	0.603226112912778	0.46011697601516316	Ddb1
1679					Tmem231
1680	1.1776590347379832	0.16777286794553262	0.6501743974175752	0.7752782714827546	Vars2
1681					Camkmt
1682	-0.006487541335273961	0.9949203453222919	0.9388383717417961	0.002211688070108009	Sec24a
1683					Nudt18
1684					Ctu2
1685					Rnf40
1686					Gse1
1687					Lmf1
1688					Hectd3
1689					Prickle1
1690					Arhgef16
1691					Yrdc
1692	-2.4683036632337796	0.5268849365365423	3.458086949114478	0.2782842175831685	Cmpk2
1693	-0.16974868296942802	0.8675990506638145	0.9356377890926523	0.06168093186726391	Esyt1
1694					Fbxo7
1695	1.701464542869822	0.35126298112310017	1.5452036394237354	0.4543676171908947	Lbr
1696	-1.3350118970727496	0.6928290329667305	3.0676218013485896	0.15937392152036645	Slc16a10
1697	0.14143897553850324	0.749022036855427	0.40335157548611034	0.12550540480530892	Qrich1
1698	0.1571727289584579	0.819792966613613	0.6325052154053378	0.08629581201854143	Tmem109
1699					Mif4gd
1700					Rsrp1
1701	0.5154910356385519	0.004891207459265245	0.06863589244413566	2.3105839163029587	Otulin
1702	1.252149374314102	0.5725441511765699	1.9827832223030768	0.24219101750681818	Ttll12
1703					Wdr41
1704					Yipf3
1705					Hgsnat
1706					Ube2z
1707	0.06900688857330936	0.9449593661727674	0.9204849272899736	0.024586866015982714	Puf60
1708	-0.8286227057360949	0.6737609376621376	1.7829271909145166	0.17149417152282329	Lyplal1
1709					Zyg11b
1710					Gpatch11
1711					Nt5c3b
1712					Trmt10c
1713	-2.002445485641198	0.472162904408872	2.4411742208116936	0.32590813636650906	Eif3j1
1714	0.4711325393750333	0.6721352622602486	1.0082071456520834	0.172543319592044	Hdhd2
1715	-0.8700977075053061	0.6640476178680222	1.8126790796060812	0.17780077690331994	Mcrip1
1716	-0.35022942933354395	0.7639518256484172	1.0653154419879642	0.1169340269147652	Arfgef3
1717	0.43563424748839563	0.6016832268923902	0.7490893677777346	0.22063209515553187	Dip2b
1718					Limch1
1719					Plxnd1
1720	-0.23716015402964186	0.6638555874690133	0.4937653770673721	0.17792638506947758	Nt5dc3
1721	-0.5724778050246555	0.36531072691983824	0.5379580956643505	0.43733757505417936	Snx27
1722					Pitpnm3
1723					Dennd11
1724	1.251835158935115	0.0014311610812822713	0.10936758070101367	2.844311482400275	Zswim8
1725					Gxylt1
1726	-1.8278585398171636	0.19700025238972368	1.1061112020086277	0.7055332174353914	Tmed8
1727	-0.6523902814694766	0.2661062027227403	0.47856570507885904	0.5749450022736265	Aak1
1728	0.8431404588717406	0.7523468153944828	2.4384893939838785	0.12358191301146297	Slc2a13
1729					Dop1b
1730					Mtcl1
1731					Nol8
1732	-0.4494170608264284	0.5219394801270638	0.6215843928287282	0.2823798513475665	Pdap1
1733	0.7682285027365242	0.4949675605205746	0.9916338121587593	0.3054232631847413	Babam1
1734	-0.014607091006724082	0.9866606612032816	0.8049096636965867	0.005832187053507808	Arhgap17
1735					Dtx3l
1736	-1.3301060086537304	0.5891561603815035	2.2065096459876687	0.2297695768544402	Ndufb6
1737					Usp19
1738	-0.48866180931024067	0.4264030052163562	0.5324228245605498	0.37017974313654706	Rmdn3
1739	-0.21495816759607453	0.8236480522021067	0.8844747795045962	0.08425832427176239	Smu1
1740	-1.9617338848627006	0.007161459765611831	0.2984232401309889	2.144998443679179	Arglu1
1741	-0.37500817200559633	0.5396205439135117	0.54326001043669	0.26791152464424806	Mccc2
1742	-1.1950868290363648	0.2569001594402926	0.8556588012336277	0.5902356261967999	Gpd1l
1743	-0.17679725269617752	0.9185656290586329	1.5915824972440065	0.036889809069893496	Cog7
1744	-1.5105239046412806	0.5108077316042425	2.03005267486741	0.2917425378619371	Ppp1r7
1745					Smcr8
1746	-1.2688694583267521	0.5154716160493804	1.7258559581117638	0.2877952437315985	Washc4
1747					Afg2a
1748	-1.337320988194639	0.36057366610921887	1.242317049852122	0.44300599442191374	Cobll1
1749					Cobll1
1750					Mcu
1751					Ppp1r12c
1752	-1.1393700022749669	0.19219186327712717	0.6795260620929751	0.7162650027686508	Hdgfl2
1753	0.44663426031715836	0.664016538083503	0.9303804564514081	0.17782110390161654	Eml4
1754					Plpp5
1755	0.20342178140791473	0.7217948049472278	0.5200268871643632	0.1415862480604843	Lclat1
1756					Usp30
1757	0.07494815886098288	0.9168838758336715	0.6609784976544496	0.037685664633306803	Gprin1
1758	-0.19632119533166625	0.7860950193291989	0.661822903366276	0.10452495539035545	Cryzl2
1759	-0.445177882547271	0.8335947222086496	1.9440371566954342	0.07904504371215655	Prrc1
1760	-0.14001099112490945	0.8248155574034575	0.5800345527698308	0.08364315612566194	Sec31a
1761					Tmem102
1762					Iqgap2
1763	0.1884907590884249	0.4726790130690679	0.2300834562131999	0.32543367992817307	Selenoh
1764	-0.13790603367995236	0.7704369614915695	0.4318928416646522	0.11326289023090479	Fcho2
1765	-0.13372259409772924	0.8082090897618633	0.5047074742651172	0.0924762694449423	Vwa5b2
1766					Tgfbrap1
1767					Slmap
1768	0.5945585564108347	0.026192553671419937	0.1448928145590094	1.581822157499139	Acsf3
1769					Tex10
1770	0.6607615631204429	0.2113167312102474	0.41709432511296146	0.6750661158931609	Ccdc51
1771					Peg3
1772	0.9464846720999747	0.44952306486670834	1.0911329030958876	0.3472480198654577	Esrp1
1773					Foxred2
1774					Dipk2a
1775					Sorbs2
1776					Cdc42bpa
1777					Tbc1d24
1778					Them4
